D102300,1,0,0.014492754,0,0.007518797,0,0.010526316,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.001904762,0.001449275,0,0,0,0,0,0,0,0,0,0,0,0.008064516,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.006622517,0,0,0.027777778,0,0,0,0,0.008849558,0,0,0,0.012658228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0.011111111,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008333333,0,0,0.009090909,0.005464481,0,0.006289308,0,0.001941748,0,0,0.006666667,0.00621118,0,0.005882353,0.032258065,0,0,0,0,0,0,0,0,0,0.005405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.047619048,0.0625,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009852217,0,0,0,0,0.007518797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007042254,0,0,0.008810573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0.026315789,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0.008849558,0.027777778,0.010526316,0.007633588,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.00877193,0.00877193,0.008849558,0.008849558,0,0,0,0,0,0,0,0.007575758,0,0,0,0,0,0,0.005154639,0,0,0
D102400,0,1,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D102500,0.014492754,0.015384615,1,0,0.015479876,0.023529412,0.019607843,0,0,0,0,0.015384615,0,0.028846154,0.025641026,0,0.036036036,0.015151515,0.014705882,0,0,0.00907441,0.006702413,0.015360983,0,0,0,0,0,0,0,0,0,0.012987013,0.022099448,0,0,0,0.009259259,0.032258065,0.018518519,0,0.011627907,0,0.009090909,0.015151515,0,0,0,0.037037037,0,0,0,0,0,0,0.015151515,0.016713092,0,0,0,0.007575758,0,0,0.039473684,0.014705882,0,0,0,0.098591549,0,0,0,0,0.019230769,0,0,0.031914894,0,0,0.010752688,0.014925373,0.035714286,0,0,0,0.014492754,0.015748031,0.015384615,0.01010101,0,0,0.036036036,0.007407407,0,0,0,0,0,0,0,0,0,0,0,0.010752688,0,0,0.051383399,0,0,0.005882353,0.039473684,0.04137931,0.926470588,0,0,0.034965035,0.033333333,0,0,0,0,0.012345679,0.012345679,0.012030075,0.0125,0,0.028169014,0.007734807,0,0,0,0.00990099,0,0.013157895,0,0.007936508,0,0,0,0,0,0.011904762,0,0,0.020408163,0,0,0,0,0,0,0.029850746,0.032258065,0,0,0.016853933,0.015151515,0.020689655,0.025454545,0.020920502,0.010638298,0.013333333,0.04,0.021276596,0,0.018018018,0.029268293,0.027777778,0,0.022123894,0.022222222,0.008695652,0.014084507,0,0,0.013333333,0,0,0.009259259,0,0.025,0.010526316,0,0,0.012987013,0,0,0,0,0,0.012820513,0,0.014492754,0,0,0,0.021126761,0,0,0,0,0,0.007246377,0,0.007462687,0,0,0,0,0.014285714,0,0.019417476,0.012345679,0.013157895,0.032967033,0,0,0,0,0,0,0,0,0,0,0.008695652,0,0,0,0.01532567,0,0.012820513,0.01242236,0,0.021052632,0,0.014925373,0,0,0,0,0.015706806,0,0.014925373,0,0,0,0,0.014084507,0,0,0,0.025252525,0,0,0.014035088,0,0,0,0,0,0.022988506,0,0,0.02484472,0,0,0,0.010869565,0.022988506,0,0.020618557,0,0,0,0.021126761,0,0.031007752,0.011379801,0,0.017316017,0.015384615,0,0,0,0.01369863,0,0.014492754,0.01,0.014925373,0,0.023529412,0.010416667,0.019607843,0.021276596,0,0.015384615,0,0.013888889,0,0,0,0,0,0.015151515,0,0,0,0,0,0.004587156,0,0,0.023391813,0.023391813,0.023529412,0.023529412,0,0,0,0.039473684,0,0.010869565,0,0.021164021,0,0,0,0.007194245,0,0.004366812,0.045081967,0,0,0
D103285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001457726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001956947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D103780,0.007518797,0,0.015479876,0,1,0.014234875,0.035087719,0.003802281,0,0,0,0.003802281,0,0.00660066,0.01459854,0.003759398,0.009677419,0.020460358,0,0.003676471,0,0.0234375,0.024838013,0.025059666,0,0.014084507,0,0,0,0,0,0,0,0.00729927,0.049315068,0,0.003649635,0.003649635,0.01320132,0.021791768,0.026666667,0,0.014234875,0,0.029411765,0,0.003533569,0,0,0.021148036,0,0,0,0,0,0,0.003787879,0.025500911,0.003759398,0,0,0.024282561,0,0,0.008498584,0,0.02189781,0.036101083,0,0.003636364,0.003610108,0.003649635,0,0,0.012345679,0,0,0.042402827,0,0,0.013888889,0,0.016393443,0.007518797,0,0,0.05625,0.01552795,0.003802281,0,0,0,0.009677419,0.009063444,0,0,0,0,0.013029316,0.013333333,0,0,0.007142857,0.003759398,0,0.013888889,0.003787879,0,0.052154195,0.007490637,0.010050251,0.002717391,0.008498584,0.017492711,0.02173913,0,0,0.045317221,0.050595238,0.003802281,0.02173913,0,0,0.003584229,0.003584229,0.029550827,0,0,0,0.100099108,0,0.019292605,0.003355705,0.012594458,0,0.003649635,0,0.00619195,0,0.026119403,0,0.007117438,0.00754717,0.010714286,0.011029412,0,0.006756757,0,0.003802281,0.003367003,0,0.003571429,0,0,0.017045455,0,0,0.016085791,0,0.029761905,0.071428571,0.016091954,0.006872852,0.086466165,0.03307888,0.034759358,0,0.006472492,0.0225,0.019417476,0,0.011792453,0.01754386,0.01618123,0,0,0,0.003663004,0,0,0.01320132,0.003164557,0.020689655,0.006849315,0.003787879,0,0,0.007518797,0.00754717,0.00754717,0,0,0,0,0,0.007092199,0,0,0.077262693,0,0,0,0,0,0.03030303,0,0.015243902,0,0,0,0.003773585,0.003731343,0,0.006644518,0.007194245,0.003649635,0.006896552,0.013071895,0,0,0.007092199,0.01216545,0.02006689,0,0.003787879,0.013422819,0,0.006410256,0,0,0,0.047511312,0,0,0.019774011,0.014285714,0.056603774,0,0,0,0.003508772,0,0.003676471,0.015544041,0,0,0,0.003802281,0.007604563,0,0,0.003636364,0,0,0.075067024,0.003759398,0.003802281,0.047311828,0,0,0,0,0,0.007017544,0,0.003448276,0.028328612,0,0,0.003759398,0.021052632,0.062146893,0,0.017123288,0.003649635,0,0,0.03003003,0.003731343,0.027950311,0.029445074,0,0.016431925,0.047619048,0,0,0,0.007407407,0,0.003745318,0.010135135,0.003773585,0.003717472,0.05982906,0.013745704,0.035087719,0.012987013,0,0,0,0.022641509,0.003205128,0,0.003787879,0,0,0.003787879,0,0.003717472,0.003717472,0.003717472,0.003717472,0.007246377,0,0,0.059659091,0.059659091,0.05982906,0.05982906,0,0,0,0.008498584,0,0.003448276,0.003745318,0.0625,0,0.003436426,0,0.011976048,0,0.007058824,0.053488372,0,0,0
D104130,0,0,0.023529412,0,0.014234875,1,0.018018018,0,0,0,0,0,0.045454545,0,0.681818182,0,0.028571429,0.012820513,0,0,0,0.004699248,0.007112376,0.003246753,0,0,0,0.037037037,0,0,0,0,0,0.060606061,0.021582734,0,0,0,0,0.005555556,0.015151515,0,0,0,0.005617978,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0.009404389,0,0,0,0.009049774,0,0,0,0,0,0,0,0,0.027777778,0.03030303,0,0,0,0,0,0.038461538,0,0,0,0,0.015503876,0,0,0.034482759,0.031914894,0.011764706,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0.013636364,0,0.00625,0,0,0.018867925,0.023255814,0,0,0.009615385,0.009009009,0,0,0,0,0,0,0.012861736,0,0,0,0.004624277,0,0,0.01754386,0,0,0,0,0.012048193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0.009615385,0.008438819,0.005,0,0.008982036,0,0.005660377,0,0,0.005988024,0.005617978,0,0.005347594,0,0,0,0,0,0,0,0,0,0.013333333,0.004950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.016460905,0,0,0,0,0,0.02173913,0,0.010989011,0,0,0,0,0,0,0.016393443,0,0,0,0,0,0,0.048780488,0.011560694,0.015873016,0,0,0,0,0,0,0,0,0.009090909,0,0,0.008403361,0.023809524,0,0,0,0,0,0,0.032258065,0.013422819,0.038461538,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0.008196721,0,0,0,0,0,0,0,0,0.016666667,0,0,0.04,0.020408163,0,0,0,0,0,0,0.00990099,0,0.034482759,0.012121212,0,0,0.00913242,0,0,0,0,0,0,0,0,0,0,0.018867925,0.018018018,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021052632,0,0,0.014354067,0,0,0
D104300,0.010526316,0,0.019607843,0,0.035087719,0.018018018,1,0.010989011,0,0,0.010869565,0,0,0.007575758,0.019230769,0,0.02173913,0.041284404,0,0,0,0.019713262,0.014360313,0.023845007,0,0.008695652,0,0,0,0,0,0,0,0.04,0.758333333,0,0.009803922,0.009803922,0.030534351,0.050420168,0.03030303,0.01,0.056074766,0,0.008130081,0,0,0,0,0.0375,0,0,0,0,0,0,0,0.034391534,0,0,0,0.017421603,0,0,0.033707865,0,0.018867925,0.00877193,0,0.009708738,0.00952381,0.009803922,0,0,0.017094017,0,0.009803922,0.033613445,0,0,0.008403361,0,0.03626943,0,0,0.010204082,0.024691358,0.026490066,0,0,0,0,0.02173913,0.00621118,0,0.010869565,0,0,0,0,0,0,0.018518519,0,0,0.016949153,0,0,0.046594982,0,0.004366812,0.005102041,0.033707865,0.041176471,0.032894737,0,0,0.101265823,0.096969697,0,0.009174312,0,0,0.009345794,0.009345794,0.032496307,0,0,0.010204082,0.036464088,0,0,0.049586777,0.017699115,0,0,0,0.033783784,0,0.009803922,0,0.027777778,0,0.018348624,0.01980198,0,0.016129032,0,0,0.008,0,0.018691589,0,0,0.021978022,0,0,0.014705882,0,0.041916168,0.406392694,0.02661597,0,0.035714286,0.03539823,0.029059829,0,0.022058824,0.030434783,0.029045643,0,0.023904382,0.026086957,0.014285714,0,0.010869565,0,0,0,0,0.030534351,0.006944444,0.03030303,0.016666667,0,0,0.019607843,0.010526316,0.010638298,0.010638298,0,0,0.019417476,0,0,0.009009009,0,0,0.046357616,0,0,0,0,0,0.04467354,0,0.00625,0,0,0,0,0,0,0.015503876,0,0,0.025641026,0.014705882,0,0,0.018181818,0.016666667,0.015267176,0,0,0.015625,0,0.014285714,0,0,0,0.050541516,0,0.019417476,0.044198895,0.018181818,0.013824885,0,0,0,0,0,0.01,0.023255814,0,0,0,0,0,0,0.020833333,0.009708738,0.075268817,0,0.0456621,0,0,0.05,0,0,0,0,0,0.036036036,0,0.008474576,0.055248619,0,0,0,0.008474576,0.00990099,0,0.024590164,0.009803922,0,0,0.042682927,0,0.067114094,0.030769231,0,0.01953125,0.050724638,0,0,0,0.01010101,0,0,0.007936508,0,0.020833333,0.01010101,0.008196721,1,0.018691589,0,0,0,0,0,0,0.021978022,0,0,0,0,0,0,0,0,0.020833333,0,0,0.010050251,0.010050251,0.01010101,0.01010101,0,0,0.010989011,0.033707865,0,0.017094017,0.010526316,0.013888889,0,0,0,0.050632911,0,0.019920319,0.048507463,0,0,0.010989011
D104310,0,0,0,0,0.003802281,0,0.010989011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008333333,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001180638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0.001956947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005025126,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0.005263158,0,0,0
D106100,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0.014925373,0,0,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009852217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0.006849315,0.001945525,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.010416667,0,0,0
D106400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0.000953289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003311258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007092199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001177856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278,0,0,0,0,0,0,0,0,0,0.006896552,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
